strategy,sell_time,symbol,tax,sell_value,pnl,brokerage,traded_qty,buy_value,buy_time,net_pnl,date
MEAN_REVERSION,10:04:00,APOLLOHOSP,2.2,4641.9,-91.35,2.84,1,4733.25,09:15:00,-96.39,2022-02-23T00:00:00.000000Z
MEAN_REVERSION,03:14:00,NATIONALUM,2.31,4909.8,35.7,2.92,42,4874.1,09:15:00,30.47,2022-02-23T00:00:00.000000Z
MEAN_REVERSION,09:52:00,METROPOLIS,1.96,4127.8,-82.2,2.53,2,4210.0,09:15:00,-86.69,2022-02-23T00:00:00.000000Z
MEAN_REVERSION,03:14:00,NAM-INDIA,2.24,4782.0,104.25,2.81,15,4677.75,09:22:00,99.21,2022-02-23T00:00:00.000000Z
MEAN_REVERSION,03:06:00,CROMPTON,2.32,4951.2,89.4,2.92,12,4861.8,09:22:00,84.16,2022-02-24T00:00:00.000000Z
MEAN_REVERSION,03:15:00,ASTRAL,1.82,3840.0,-39.9,2.33,2,3879.9,10:30:00,-44.05,2022-02-28T00:00:00.000000Z
MEAN_REVERSION,02:27:00,TRENT,2.05,4325.6,-86.2,2.65,4,4411.8,01:08:00,-90.9,2022-02-28T00:00:00.000000Z
MEAN_REVERSION,11:17:00,APOLLOHOSP,2.22,4681.4,-93.25,2.86,1,4774.65,09:31:00,-98.34,2022-02-28T00:00:00.000000Z
MEAN_REVERSION,11:01:00,NATIONALUM,2.36,4977.0,-100.8,3.05,42,5077.8,09:16:00,-106.21,2022-02-28T00:00:00.000000Z
MEAN_REVERSION,09:15:00,NATIONALUM,2.33,4922.0,-76.0,3.0,40,4998.0,09:15:00,-81.33,2022-03-02T00:00:00.000000Z
MEAN_REVERSION,09:16:00,GAIL,2.36,4977.6,-98.6,3.05,34,5076.2,09:15:00,-104.01,2022-03-02T00:00:00.000000Z
MEAN_REVERSION,09:16:00,COALINDIA,2.37,5017.0,-43.5,3.04,29,5060.5,09:15:00,-48.91,2022-03-02T00:00:00.000000Z
MEAN_REVERSION,10:01:00,BEL,2.32,4880.6,-96.6,2.99,23,4977.2,09:17:00,-101.9,2022-03-02T00:00:00.000000Z
MEAN_REVERSION,03:15:00,APOLLOHOSP,2.28,4832.9,-27.1,2.92,1,4860.0,09:15:00,-32.3,2022-03-02T00:00:00.000000Z
MEAN_REVERSION,03:15:00,POWERGRID,2.29,4843.8,-12.65,2.91,23,4856.45,09:17:00,-17.85,2022-03-02T00:00:00.000000Z
MEAN_REVERSION,09:16:00,HINDALCO,2.2,4626.8,-86.0,2.83,8,4712.8,09:15:00,-91.02,2022-03-02T00:00:00.000000Z
MEAN_REVERSION,09:52:00,HAL,1.99,4182.6,-85.5,2.56,3,4268.1,09:17:00,-90.05,2022-03-02T00:00:00.000000Z
MEAN_REVERSION,09:37:00,VEDL,2.19,4617.6,-91.2,2.83,12,4708.8,09:15:00,-96.22,2022-03-02T00:00:00.000000Z
MEAN_REVERSION,03:05:00,HINDPETRO,2.27,4800.8,-44.2,2.91,17,4845.0,09:15:00,-49.38,2022-03-04T00:00:00.000000Z
MEAN_REVERSION,03:15:00,PERSISTENT,1.94,4146.1,74.2,2.44,1,4071.9,12:09:00,69.82,2022-03-04T00:00:00.000000Z
MEAN_REVERSION,03:05:00,UPL,2.04,4365.0,73.2,2.58,6,4291.8,09:42:00,68.58,2022-03-04T00:00:00.000000Z
MEAN_REVERSION,03:15:00,BALRAMCHIN,2.21,4730.0,112.2,2.77,11,4617.8,09:15:00,107.22,2022-03-04T00:00:00.000000Z
MEAN_REVERSION,03:05:00,HINDCOPPER,2.28,4882.8,148.2,2.84,39,4734.6,09:26:00,143.08,2022-03-04T00:00:00.000000Z
MEAN_REVERSION,03:15:00,INTELLECT,2.26,4799.9,10.5,2.87,7,4789.4,11:38:00,5.37,2022-03-07T00:00:00.000000Z
MEAN_REVERSION,02:57:00,BALKRISIND,1.75,3686.8,-73.2,2.26,2,3760.0,10:06:00,-77.21,2022-03-08T00:00:00.000000Z
MEAN_REVERSION,03:04:00,BALRAMCHIN,2.3,4930.75,150.15,2.87,11,4780.6,09:15:00,144.98,2022-03-08T00:00:00.000000Z
MEAN_REVERSION,03:04:00,GAIL,2.27,4875.0,142.5,2.84,30,4732.5,09:15:00,137.39,2022-03-08T00:00:00.000000Z
MEAN_REVERSION,03:04:00,VEDL,2.19,4693.2,112.2,2.75,12,4581.0,09:15:00,107.26,2022-03-08T00:00:00.000000Z
MEAN_REVERSION,09:15:00,ONGC,2.36,4990.7,-13.0,3.0,26,5003.7,09:15:00,-18.36,2022-03-08T00:00:00.000000Z
MEAN_REVERSION,03:04:00,COALINDIA,2.33,4953.0,27.3,2.96,26,4925.7,09:58:00,22.01,2022-03-08T00:00:00.000000Z
MEAN_REVERSION,01:25:00,BALKRISIND,1.81,3808.6,-75.4,2.33,2,3884.0,09:26:00,-79.54,2022-03-09T00:00:00.000000Z
MEAN_REVERSION,01:05:00,INTELLECT,2.04,4290.6,-89.4,2.63,6,4380.0,09:15:00,-94.07,2022-03-09T00:00:00.000000Z
MEAN_REVERSION,03:09:00,CHAMBLFERT,2.25,4801.0,61.6,2.84,12,4739.4,09:15:00,56.5,2022-03-09T00:00:00.000000Z
MEAN_REVERSION,03:09:00,CIPLA,2.32,4920.0,1.5,2.95,5,4918.5,10:22:00,-3.77,2022-03-09T00:00:00.000000Z
MEAN_REVERSION,01:43:00,IGL,2.32,4914.0,-40.3,2.97,13,4954.3,09:15:00,-45.6,2022-03-09T00:00:00.000000Z
MEAN_REVERSION,03:09:00,LTTS,2.3,4906.6,91.6,2.89,1,4815.0,09:39:00,86.41,2022-03-09T00:00:00.000000Z
MEAN_REVERSION,03:09:00,MANAPPURAM,2.31,4904.0,34.0,2.92,40,4870.0,09:15:00,28.77,2022-03-09T00:00:00.000000Z
MEAN_REVERSION,03:10:00,MGL,2.17,4650.0,104.1,2.73,6,4545.9,09:15:00,99.2,2022-03-09T00:00:00.000000Z
MEAN_REVERSION,03:09:00,BSOFT,2.15,4562.5,-7.0,2.74,10,4569.5,09:15:00,-11.89,2022-03-09T00:00:00.000000Z
MEAN_REVERSION,09:15:00,IEX,2.38,5036.9,-20.9,3.03,22,5057.8,09:15:00,-26.31,2022-03-10T00:00:00.000000Z
MEAN_REVERSION,02:13:00,DELTACORP,2.33,4975.2,66.6,2.95,18,4908.6,09:15:00,61.32,2022-03-10T00:00:00.000000Z
MEAN_REVERSION,02:13:00,BALKRISIND,1.87,4004.5,117.6,2.33,2,3886.9,09:15:00,113.4,2022-03-10T00:00:00.000000Z
MEAN_REVERSION,02:13:00,INDHOTEL,2.25,4848.4,182.85,2.8,23,4665.55,09:15:00,177.8,2022-03-10T00:00:00.000000Z
MEAN_REVERSION,02:13:00,LALPATHLAB,1.25,2680.5,96.35,1.55,1,2584.15,09:15:00,93.55,2022-03-10T00:00:00.000000Z
MEAN_REVERSION,02:13:00,LAURUSLABS,2.11,4518.8,96.0,2.65,8,4422.8,09:15:00,91.23,2022-03-10T00:00:00.000000Z
MEAN_REVERSION,02:13:00,MINDTREE,1.97,4208.95,99.3,2.47,1,4109.65,09:15:00,94.87,2022-03-10T00:00:00.000000Z
MEAN_REVERSION,02:13:00,TRENT,2.17,4618.0,29.0,2.75,4,4589.0,09:15:00,24.07,2022-03-10T00:00:00.000000Z
MEAN_REVERSION,09:15:00,CUMMINSIND,1.9,4036.0,-8.6,2.43,4,4044.6,09:15:00,-12.93,2022-03-10T00:00:00.000000Z
MEAN_REVERSION,03:15:00,COLPAL,2.13,4530.0,40.5,2.69,3,4489.5,09:15:00,35.68,2022-03-11T00:00:00.000000Z
MEAN_REVERSION,03:15:00,DLF,2.35,4992.4,39.9,2.97,14,4952.5,09:47:00,34.58,2022-03-11T00:00:00.000000Z
MEAN_REVERSION,03:15:00,GRASIM,2.21,4697.4,8.55,2.81,3,4688.85,09:37:00,3.52,2022-03-11T00:00:00.000000Z
MEAN_REVERSION,03:15:00,OBEROIRLTY,2.15,4554.5,-28.0,2.75,5,4582.5,09:17:00,-32.9,2022-03-11T00:00:00.000000Z
MEAN_REVERSION,03:15:00,JINDALSTEL,2.25,4741.0,-58.0,2.88,10,4799.0,09:27:00,-63.12,2022-03-11T00:00:00.000000Z
MEAN_REVERSION,02:45:00,IOC,2.37,5002.0,-94.3,3.06,41,5096.3,11:31:00,-99.73,2022-03-11T00:00:00.000000Z
MEAN_REVERSION,09:20:00,CHAMBLFERT,2.37,4998.0,-100.2,3.06,12,5098.2,09:15:00,-105.63,2022-03-11T00:00:00.000000Z
MEAN_REVERSION,03:15:00,ASTRAL,1.85,3927.0,17.5,2.35,2,3909.5,10:58:00,13.31,2022-03-11T00:00:00.000000Z
MEAN_REVERSION,03:15:00,LAURUSLABS,2.2,4686.4,46.4,2.78,8,4640.0,09:15:00,41.42,2022-03-14T00:00:00.000000Z
MEAN_REVERSION,02:10:00,NAVINFLUOR,1.86,3910.7,-78.25,2.39,1,3988.95,01:11:00,-82.5,2022-03-14T00:00:00.000000Z
MEAN_REVERSION,10:02:00,BALRAMCHIN,2.34,4933.0,-100.0,3.02,10,5033.0,09:50:00,-105.36,2022-03-14T00:00:00.000000Z
MEAN_REVERSION,03:15:00,CIPLA,1.98,4216.0,25.0,2.51,4,4191.0,09:52:00,20.5,2022-03-14T00:00:00.000000Z
MEAN_REVERSION,03:15:00,MCX,1.98,4205.4,-9.3,2.53,3,4214.7,09:17:00,-13.81,2022-03-14T00:00:00.000000Z
MEAN_REVERSION,09:29:00,GNFC,2.37,4993.1,-99.4,3.06,7,5092.5,09:15:00,-104.83,2022-03-14T00:00:00.000000Z
MEAN_REVERSION,03:15:00,SUNPHARMA,2.13,4552.5,82.75,2.68,5,4469.75,09:58:00,77.94,2022-03-14T00:00:00.000000Z
MEAN_REVERSION,02:52:00,DEEPAKNTR,2.11,4502.6,78.5,2.65,2,4424.1,09:15:00,73.74,2022-03-15T00:00:00.000000Z
MEAN_REVERSION,02:52:00,NAM-INDIA,2.28,4899.0,163.5,2.84,15,4735.5,09:15:00,158.38,2022-03-15T00:00:00.000000Z
MEAN_REVERSION,02:52:00,CUMMINSIND,1.95,4165.2,62.4,2.46,4,4102.8,09:22:00,57.99,2022-03-15T00:00:00.000000Z
MEAN_REVERSION,02:52:00,SBIN,2.3,4904.0,61.5,2.91,10,4842.5,09:16:00,56.29,2022-03-15T00:00:00.000000Z
MEAN_REVERSION,09:30:00,SRF,2.26,4751.2,-95.4,2.91,2,4846.6,09:16:00,-100.56,2022-03-15T00:00:00.000000Z
MEAN_REVERSION,02:52:00,PIIND,1.27,2706.9,57.3,1.59,1,2649.6,10:05:00,54.44,2022-03-15T00:00:00.000000Z
MEAN_REVERSION,03:10:00,AUBANK,2.23,4732.0,1.0,2.84,4,4731.0,09:15:00,-4.07,2022-03-16T00:00:00.000000Z
MEAN_REVERSION,12:41:00,BANDHANBNK,2.29,4842.45,-62.05,2.94,17,4904.5,09:15:00,-67.29,2022-03-16T00:00:00.000000Z
MEAN_REVERSION,03:10:00,DABUR,2.13,4506.4,-12.8,2.71,8,4519.2,09:15:00,-17.64,2022-03-16T00:00:00.000000Z
MEAN_REVERSION,09:16:00,IBULHSGFIN,2.32,4908.85,-46.5,2.97,31,4955.35,09:15:00,-51.8,2022-03-16T00:00:00.000000Z
MEAN_REVERSION,03:10:00,MOTHERSUMI,2.36,5052.35,99.9,2.97,37,4952.45,09:15:00,94.56,2022-03-16T00:00:00.000000Z
MEAN_REVERSION,03:10:00,BANDHANBNK,2.26,4781.6,-18.4,2.88,16,4800.0,09:15:00,-23.54,2022-03-17T00:00:00.000000Z
MEAN_REVERSION,03:10:00,ASTRAL,1.93,4121.8,56.0,2.44,2,4065.8,09:15:00,51.63,2022-03-17T00:00:00.000000Z
MEAN_REVERSION,03:10:00,DIXON,2.11,4482.3,11.65,2.68,1,4470.65,09:15:00,6.86,2022-03-17T00:00:00.000000Z
MEAN_REVERSION,09:52:00,PIDILITIND,2.36,4969.0,-99.6,3.04,2,5068.6,09:26:00,-105.0,2022-03-17T00:00:00.000000Z
MEAN_REVERSION,03:10:00,HAL,2.08,4444.95,110.7,2.6,3,4334.25,09:15:00,106.02,2022-03-17T00:00:00.000000Z
MEAN_REVERSION,09:15:00,VOLTAS,1.85,3916.95,-25.05,2.37,3,3942.0,09:15:00,-29.27,2022-03-17T00:00:00.000000Z
MEAN_REVERSION,03:10:00,JKCEMENT,1.19,2540.05,16.5,1.51,1,2523.55,09:15:00,13.79,2022-03-17T00:00:00.000000Z
MEAN_REVERSION,03:10:00,INDIGO,1.81,3860.1,67.2,2.28,2,3792.9,09:15:00,63.12,2022-03-17T00:00:00.000000Z
MEAN_REVERSION,03:10:00,NAM-INDIA,2.24,4764.2,28.7,2.84,14,4735.5,09:31:00,23.62,2022-03-17T00:00:00.000000Z
MEAN_REVERSION,10:10:43,GNFC,2.18,4654.2,67.2,2.75,6,4587.0,15:10:31,62.27,2022-03-21T00:00:00.000000Z
MEAN_REVERSION,09:15:17,COROMANDEL,2.02,4282.5,12.0,2.56,5,4270.5,15:10:20,7.42,2022-03-21T00:00:00.000000Z
MEAN_REVERSION,09:15:05,TITAN,1.28,2729.0,19.2,1.63,1,2709.8,15:10:19,16.29,2022-03-21T00:00:00.000000Z
MEAN_REVERSION,10:07:39,L&TFH,2.35,4981.8,-20.7,3.0,69,5002.5,15:10:19,-26.05,2022-03-21T00:00:00.000000Z
MEAN_REVERSION,09:15:06,PEL,2.15,4625.8,147.8,2.69,2,4478.0,15:10:19,142.96,2022-03-21T00:00:00.000000Z
MEAN_REVERSION,09:24:43,PIIND,1.33,2848.2,59.5,1.67,1,2788.7,15:10:19,56.49,2022-03-21T00:00:00.000000Z
MEAN_REVERSION,09:23:20,SRF,1.23,2610.9,-0.15,1.57,1,2611.05,15:10:19,-2.95,2022-03-21T00:00:00.000000Z
MEAN_REVERSION,09:42:55,TRENT,1.81,3834.0,-9.0,2.31,3,3843.0,15:10:19,-13.11,2022-03-21T00:00:00.000000Z
MEAN_REVERSION,09:57:45,NAVINFLUOR,1.95,4145.1,32.15,2.47,1,4112.95,15:10:19,27.73,2022-03-21T00:00:00.000000Z
MEAN_REVERSION,09:37:56,AUROPHARMA,2.26,4800.6,-8.05,2.89,7,4808.65,15:10:31,-13.2,2022-03-22T00:00:00.000000Z
MEAN_REVERSION,09:15:04,VEDL,2.3,4850.4,-81.6,2.96,12,4932.0,09:23:39,-86.86,2022-03-22T00:00:00.000000Z
MEAN_REVERSION,10:02:16,INTELLECT,2.32,4878.0,-97.2,2.99,6,4975.2,10:15:03,-102.5,2022-03-22T00:00:00.000000Z
MEAN_REVERSION,09:15:50,CHAMBLFERT,2.26,4786.1,-25.85,2.89,11,4811.95,15:10:31,-31.0,2022-03-22T00:00:00.000000Z
MEAN_REVERSION,09:19:08,BANDHANBNK,2.31,4937.6,86.4,2.91,16,4851.2,15:10:34,81.18,2022-03-23T00:00:00.000000Z
MEAN_REVERSION,10:15:06,LICHSGFIN,2.27,4845.1,76.05,2.86,13,4769.05,15:10:34,70.92,2022-03-23T00:00:00.000000Z
MEAN_REVERSION,10:58:06,TECHM,2.2,4678.2,43.65,2.78,3,4634.55,15:10:33,38.67,2022-03-23T00:00:00.000000Z
MEAN_REVERSION,09:40:35,JUBLFOOD,1.25,2665.1,8.1,1.59,1,2657.0,15:10:34,5.25,2022-03-23T00:00:00.000000Z
MEAN_REVERSION,09:34:41,L&TFH,2.35,4953.0,-97.5,3.03,65,5050.5,09:53:32,-102.88,2022-03-23T00:00:00.000000Z
MEAN_REVERSION,09:15:20,BHARATFORG,2.28,4882.5,116.9,2.86,7,4765.6,15:10:34,111.76,2022-03-23T00:00:00.000000Z
MEAN_REVERSION,09:15:04,BSOFT,2.22,4718.0,29.5,2.81,10,4688.5,15:10:35,24.47,2022-03-23T00:00:00.000000Z
MEAN_REVERSION,09:18:26,RAIN,2.29,4895.0,85.0,2.89,25,4810.0,15:10:34,79.82,2022-03-23T00:00:00.000000Z
MEAN_REVERSION,09:29:01,INDHOTEL,2.27,4800.4,-16.5,2.89,22,4816.9,15:10:33,-21.66,2022-03-24T00:00:00.000000Z
MEAN_REVERSION,09:16:05,JINDALSTEL,2.2,4638.6,-91.8,2.84,9,4730.4,10:44:04,-96.84,2022-03-24T00:00:00.000000Z
MEAN_REVERSION,09:27:10,AUBANK,2.35,4986.4,19.0,2.98,4,4967.4,15:10:34,13.67,2022-03-24T00:00:00.000000Z
MEAN_REVERSION,10:06:13,SAIL,2.35,4992.0,9.6,2.99,48,4982.4,15:10:34,4.26,2022-03-24T00:00:00.000000Z
MEAN_REVERSION,09:41:27,IEX,2.3,4863.6,-50.4,2.95,21,4914.0,15:10:34,-55.65,2022-03-24T00:00:00.000000Z
MEAN_REVERSION,10:03:31,CUMMINSIND,2.07,4387.2,2.8,2.63,4,4384.4,15:10:33,-1.9,2022-03-24T00:00:00.000000Z
MEAN_REVERSION,10:21:45,MINDTREE,2.03,4322.8,42.8,2.57,1,4280.0,15:08:44,38.2,2022-03-25T00:00:00.000000Z
MEAN_REVERSION,09:48:22,APLLTD,2.17,4631.4,77.1,2.73,6,4554.3,15:06:27,72.2,2022-03-25T00:00:00.000000Z
MEAN_REVERSION,09:56:18,DRREDDY,2.06,4365.3,4.9,2.62,1,4360.4,15:08:44,0.23,2022-03-25T00:00:00.000000Z
MEAN_REVERSION,09:15:20,IDFC,2.33,4989.6,134.75,2.91,77,4854.85,12:27:48,129.51,2022-03-25T00:00:00.000000Z
MEAN_REVERSION,13:56:33,PERSISTENT,2.21,4694.5,20.5,2.8,1,4674.0,15:08:44,15.49,2022-03-25T00:00:00.000000Z
MEAN_REVERSION,09:15:06,NMDC,2.31,4913.5,43.4,2.92,31,4870.1,15:08:44,38.17,2022-03-25T00:00:00.000000Z
MEAN_REVERSION,09:15:34,RAIN,2.37,5000.0,-97.5,3.06,25,5097.5,09:21:58,-102.93,2022-03-25T00:00:00.000000Z
MEAN_REVERSION,09:15:04,FSL,2.28,4879.8,120.6,2.86,36,4759.2,14:52:09,115.47,2022-03-25T00:00:00.000000Z
MEAN_REVERSION,09:15:03,INDHOTEL,2.29,4816.35,-96.6,2.95,21,4912.95,09:21:15,-101.84,2022-03-28T00:00:00.000000Z
MEAN_REVERSION,09:15:03,INDIGO,1.86,3911.6,-72.4,2.39,2,3984.0,10:12:03,-76.65,2022-03-28T00:00:00.000000Z
MEAN_REVERSION,09:15:04,GODREJPROP,2.31,4908.6,15.3,2.94,3,4893.3,15:10:33,10.05,2022-03-28T00:00:00.000000Z
MEAN_REVERSION,09:33:43,BHARTIARTL,2.12,4466.4,-88.5,2.73,6,4554.9,11:16:20,-93.35,2022-03-29T00:00:00.000000Z
MEAN_REVERSION,09:27:42,GNFC,2.37,4981.2,-99.35,3.05,6,5080.55,13:29:53,-104.76,2022-03-29T00:00:00.000000Z
MEAN_REVERSION,09:15:04,IPCALAB,2.02,4260.8,-39.2,2.58,4,4300.0,15:10:34,-43.8,2022-03-30T00:00:00.000000Z
MEAN_REVERSION,09:30:11,EICHERMOT,1.18,2510.0,20.0,1.49,1,2490.0,15:10:35,17.33,2022-03-30T00:00:00.000000Z
MEAN_REVERSION,09:15:04,IBULHSGFIN,2.28,4851.0,28.5,2.89,30,4822.5,15:10:34,23.32,2022-03-30T00:00:00.000000Z
MEAN_REVERSION,09:15:06,INDHOTEL,2.29,4848.0,-4.0,2.91,20,4852.0,15:10:34,-9.2,2022-03-30T00:00:00.000000Z
MEAN_REVERSION,09:26:51,INTELLECT,2.16,4556.0,-44.75,2.76,5,4600.75,15:10:34,-49.67,2022-03-30T00:00:00.000000Z
MEAN_REVERSION,09:36:02,ADANIPORTS,2.18,4615.8,4.8,2.77,6,4611.0,15:10:34,-0.14,2022-03-30T00:00:00.000000Z
MEAN_REVERSION,09:25:25,ACC,2.03,4300.6,-2.4,2.58,2,4303.0,15:10:34,-7.01,2022-03-30T00:00:00.000000Z
MEAN_REVERSION,09:15:04,RAMCOCEM,2.19,4666.2,55.2,2.77,6,4611.0,15:10:34,50.24,2022-03-31T00:00:00.000000Z
MEAN_REVERSION,09:15:50,ICICIGI,1.88,3990.3,1.5,2.39,3,3988.8,15:10:34,-2.77,2022-03-31T00:00:00.000000Z
MEAN_REVERSION,09:22:01,HDFCLIFE,2.31,4920.3,67.05,2.91,9,4853.25,15:10:34,61.83,2022-03-31T00:00:00.000000Z
MEAN_REVERSION,09:19:56,GODREJCP,2.09,4407.0,-88.2,2.7,6,4495.2,10:55:52,-92.99,2022-03-31T00:00:00.000000Z
MEAN_REVERSION,10:25:30,UBL,2.09,4418.4,-40.05,2.68,3,4458.45,15:10:33,-44.82,2022-03-31T00:00:00.000000Z
MEAN_REVERSION,09:15:04,CONCOR,2.24,4743.9,-37.45,2.87,7,4781.35,15:10:33,-42.56,2022-04-01T00:00:00.000000Z
MEAN_REVERSION,09:20:59,CANFINHOME,2.12,4461.8,-88.2,2.73,7,4550.0,11:15:26,-93.05,2022-04-01T00:00:00.000000Z
MEAN_REVERSION,09:19:09,HAL,2.15,4520.7,-90.45,2.77,3,4611.15,10:19:52,-95.36,2022-04-01T00:00:00.000000Z
MEAN_REVERSION,09:36:26,GNFC,2.02,4260.5,-84.0,2.61,5,4344.5,14:04:09,-88.63,2022-04-01T00:00:00.000000Z
MEAN_REVERSION,09:32:51,AUBANK,1.8,3778.5,-76.5,2.31,3,3855.0,12:29:24,-80.61,2022-04-01T00:00:00.000000Z
MEAN_REVERSION,09:15:32,CUB,2.3,4867.2,-54.0,2.95,36,4921.2,15:10:34,-59.26,2022-04-04T00:00:00.000000Z
MEAN_REVERSION,09:15:22,CANFINHOME,2.18,4620.0,-14.0,2.78,7,4634.0,15:10:35,-18.96,2022-04-04T00:00:00.000000Z
MEAN_REVERSION,09:18:29,OBEROIRLTY,2.33,4961.5,69.0,2.94,5,4892.5,15:10:34,63.74,2022-04-04T00:00:00.000000Z
MEAN_REVERSION,12:27:00,BANKBARODA,2.31,4914.0,33.6,2.93,42,4880.4,15:10:34,28.36,2022-04-04T00:00:00.000000Z
MEAN_REVERSION,09:17:15,IBULHSGFIN,2.33,4906.8,-98.6,3.0,29,5005.4,09:21:22,-103.93,2022-04-04T00:00:00.000000Z
MEAN_REVERSION,15:07:20,POWERGRID,2.25,4783.8,2.1,2.87,21,4781.7,15:10:34,-3.02,2022-04-04T00:00:00.000000Z
MEAN_REVERSION,09:15:04,GAIL,2.3,4905.0,52.5,2.91,30,4852.5,15:10:34,47.29,2022-04-04T00:00:00.000000Z
MEAN_REVERSION,09:16:38,BANDHANBNK,2.3,4849.5,-96.0,2.97,15,4945.5,10:00:47,-101.27,2022-04-04T00:00:00.000000Z
MEAN_REVERSION,09:15:22,METROPOLIS,2.15,4520.8,-96.1,2.77,2,4616.9,09:17:24,-101.02,2022-04-05T00:00:00.000000Z
MEAN_REVERSION,09:15:04,ADANIPORTS,2.39,5072.7,-2.4,3.05,6,5075.1,09:15:04,-7.84,2022-04-05T00:00:00.000000Z
MEAN_REVERSION,09:19:31,CHAMBLFERT,2.2,4686.0,56.0,2.78,10,4630.0,15:10:34,51.02,2022-04-05T00:00:00.000000Z
MEAN_REVERSION,12:17:04,DALBHARAT,2.26,4790.4,-10.35,2.88,3,4800.75,15:10:34,-15.49,2022-04-05T00:00:00.000000Z
MEAN_REVERSION,09:15:05,HDFCAMC,2.23,4743.0,52.8,2.81,2,4690.2,15:10:33,47.76,2022-04-05T00:00:00.000000Z
MEAN_REVERSION,09:17:50,IBULHSGFIN,2.32,4894.4,-98.0,3.0,28,4992.4,13:45:56,-103.32,2022-04-05T00:00:00.000000Z
MEAN_REVERSION,09:15:04,INDIAMART,2.35,4943.25,-88.55,3.02,1,5031.8,09:21:36,-93.92,2022-04-05T00:00:00.000000Z
MEAN_REVERSION,12:33:08,GSPL,2.28,4848.4,29.75,2.89,17,4818.65,15:10:33,24.58,2022-04-06T00:00:00.000000Z
MEAN_REVERSION,09:21:57,ADANIPORTS,2.01,4262.5,16.0,2.55,5,4246.5,15:10:34,11.45,2022-04-06T00:00:00.000000Z
MEAN_REVERSION,09:16:08,TATAPOWER,2.37,4980.6,-99.0,3.05,18,5079.6,09:27:00,-104.41,2022-04-06T00:00:00.000000Z
MEAN_REVERSION,10:35:45,POLYCAB,1.25,2664.4,11.4,1.59,1,2653.0,15:10:34,8.55,2022-04-06T00:00:00.000000Z
MEAN_REVERSION,09:40:27,JKCEMENT,1.28,2721.9,3.05,1.63,1,2718.85,15:10:34,0.14,2022-04-06T00:00:00.000000Z
MEAN_REVERSION,09:15:06,COALINDIA,2.28,4892.5,131.25,2.86,25,4761.25,15:10:34,126.11,2022-04-07T00:00:00.000000Z
MEAN_REVERSION,09:15:53,HINDPETRO,2.2,4710.4,138.4,2.74,16,4572.0,15:10:33,133.46,2022-04-07T00:00:00.000000Z
MEAN_REVERSION,09:39:06,BANKBARODA,2.33,4961.0,63.55,2.94,41,4897.45,15:10:34,58.28,2022-04-07T00:00:00.000000Z
MEAN_REVERSION,09:15:04,TATAPOWER,2.36,4960.6,-98.6,3.04,17,5059.2,09:55:05,-103.99,2022-04-07T00:00:00.000000Z
MEAN_REVERSION,09:15:36,SAIL,2.3,4910.4,101.2,2.89,44,4809.2,13:03:53,96.02,2022-04-07T00:00:00.000000Z
MEAN_REVERSION,09:15:26,LALPATHLAB,1.34,2866.8,63.95,1.68,1,2802.85,15:10:34,60.93,2022-04-08T00:00:00.000000Z
MEAN_REVERSION,09:15:03,BEL,2.37,4986.45,-97.65,3.05,21,5084.1,11:35:36,-103.07,2022-04-08T00:00:00.000000Z
MEAN_REVERSION,09:15:03,GODREJCP,2.26,4762.5,-91.5,2.91,6,4854.0,10:03:43,-96.67,2022-04-08T00:00:00.000000Z
MEAN_REVERSION,10:03:32,GRASIM,1.71,3607.4,-38.2,2.19,2,3645.6,15:10:33,-42.09,2022-04-11T00:00:00.000000Z
MEAN_REVERSION,09:18:24,HINDPETRO,2.28,4795.2,-96.0,2.93,16,4891.2,09:57:36,-101.21,2022-04-11T00:00:00.000000Z
MEAN_REVERSION,12:05:56,ITC,2.29,4885.2,56.7,2.9,18,4828.5,15:10:34,51.51,2022-04-11T00:00:00.000000Z
MEAN_REVERSION,10:18:20,M&MFIN,2.33,4956.0,29.4,2.96,28,4926.6,15:10:34,24.11,2022-04-11T00:00:00.000000Z
MEAN_REVERSION,09:15:08,SYNGENE,2.19,4594.8,-108.5,2.82,7,4703.3,09:15:08,-113.51,2022-04-11T00:00:00.000000Z
MEAN_REVERSION,09:33:19,CHOLAFIN,2.12,4504.8,32.4,2.68,6,4472.4,15:10:34,27.6,2022-04-11T00:00:00.000000Z
MEAN_REVERSION,09:16:03,AMBUJACEM,2.27,4786.6,-95.2,2.93,14,4881.8,10:59:49,-100.4,2022-04-11T00:00:00.000000Z
MEAN_REVERSION,09:28:16,TORNTPOWER,2.11,4533.6,138.8,2.64,8,4394.8,15:10:34,134.05,2022-04-12T00:00:00.000000Z
MEAN_REVERSION,14:43:01,AMBUJACEM,2.23,4781.4,122.2,2.8,13,4659.2,15:10:33,117.17,2022-04-12T00:00:00.000000Z
MEAN_REVERSION,09:28:36,CHAMBLFERT,2.3,4835.0,-98.5,2.96,10,4933.5,09:56:18,-103.76,2022-04-12T00:00:00.000000Z
MEAN_REVERSION,10:42:06,CHAMBLFERT,2.28,4798.0,-95.55,2.94,10,4893.55,14:30:40,-100.77,2022-04-18T00:00:00.000000Z
MEAN_REVERSION,09:15:04,ONGC,2.32,4919.6,-8.4,2.96,28,4928.0,15:10:33,-13.68,2022-04-18T00:00:00.000000Z
