strategy,sell_time,symbol,tax,sell_value,pnl,brokerage,traded_qty,buy_value,buy_time,net_pnl,date
INTRADAY_GAP_UP,10:15:19,SBIN,1.82,4999.5,-20.7,0.0,9,5020.2,10:44:19,-22.52,2022-10-18T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:19,RELIANCE,1.78,4910.7,9.8,0.0,2,4900.9,15:10:39,8.02,2022-10-18T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:19,EICHERMOT,1.3,3563.0,-22.0,0.0,1,3585.0,11:57:52,-23.3,2022-10-18T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:19,DLF,1.72,4739.8,-26.0,0.0,13,4765.8,10:31:00,-27.72,2022-10-18T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:19,ADANITRANS,1.16,3172.45,-29.55,0.0,1,3202.0,14:58:10,-30.71,2022-10-18T00:00:00.000000Z
MEAN_REVERSION,09:16:54,CANBK,2.37,6490.8,-194.4,0.0,27,6685.2,12:50:07,-196.77,2022-10-18T00:00:00.000000Z
MEAN_REVERSION,09:15:52,HAL,1.82,5015.6,77.5,0.0,2,4938.1,15:10:40,75.68,2022-10-19T00:00:00.000000Z
MEAN_REVERSION,09:39:00,EICHERMOT,1.33,3658.2,48.85,0.0,1,3609.35,15:10:39,47.52,2022-10-19T00:00:00.000000Z
MEAN_REVERSION,09:15:47,POLYCAB,2.03,5620.1,206.7,0.0,2,5413.4,15:10:40,204.67,2022-10-19T00:00:00.000000Z
MEAN_REVERSION,09:25:43,TVSMOTOR,2.09,5721.5,-154.25,0.0,5,5875.75,15:10:40,-156.34,2022-10-19T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:19,HAL,0.91,2501.5,47.5,0.0,1,2454.0,14:53:21,46.59,2022-10-19T00:00:00.000000Z
MEAN_REVERSION,09:38:58,CANFINHOME,2.3,6338.4,81.0,0.0,12,6257.4,15:10:40,78.7,2022-10-19T00:00:00.000000Z
MEAN_REVERSION,09:55:13,BHEL,2.35,6476.6,103.4,0.0,94,6373.2,15:10:39,101.05,2022-10-19T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:19,MCDOWELL-N,1.52,4189.0,38.5,0.0,5,4150.5,14:45:59,36.98,2022-10-19T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:19,HDFC,1.74,4795.7,48.6,0.0,2,4747.1,11:52:00,46.86,2022-10-19T00:00:00.000000Z
MEAN_REVERSION,14:14:18,CANBK,2.29,6310.0,88.75,0.0,25,6221.25,15:10:39,86.46,2022-10-19T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:19,EICHERMOT,1.33,3661.25,51.9,0.0,1,3609.35,15:10:39,50.57,2022-10-19T00:00:00.000000Z
MEAN_REVERSION,09:18:48,AARTIIND,2.26,6214.5,32.55,0.0,9,6181.95,15:10:40,30.29,2022-10-20T00:00:00.000000Z
MEAN_REVERSION,09:18:55,SYNGENE,2.15,5949.0,164.0,0.0,10,5785.0,15:10:39,161.85,2022-10-20T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:19,HDFCLIFE,1.78,4893.3,12.6,0.0,9,4880.7,15:10:39,10.82,2022-10-21T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:19,AXISBANK,1.59,4364.25,-25.5,0.0,5,4389.75,11:56:28,-27.09,2022-10-21T00:00:00.000000Z
MEAN_REVERSION,09:16:25,CANBK,2.3,6278.4,-188.4,0.0,24,6466.8,10:09:13,-190.7,2022-10-21T00:00:00.000000Z
MEAN_REVERSION,11:04:30,UPL,2.34,6476.4,175.95,0.0,9,6300.45,15:10:39,173.61,2022-10-21T00:00:00.000000Z
MEAN_REVERSION,09:19:41,HDFCAMC,2.25,6175.2,-37.65,0.0,3,6212.85,15:10:39,-39.9,2022-10-21T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:18,SBILIFE,1.38,3789.0,23.1,0.0,3,3765.9,15:10:39,21.72,2022-10-25T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:18,SBIN,1.68,4618.8,-46.4,0.0,8,4665.2,14:18:16,-48.08,2022-10-25T00:00:00.000000Z
MEAN_REVERSION,10:45:55,METROPOLIS,2.35,6464.0,-61.8,0.0,4,6525.8,15:10:39,-64.15,2022-10-25T00:00:00.000000Z
MEAN_REVERSION,09:15:47,GUJGASLTD,2.22,6084.0,-182.4,0.0,12,6266.4,12:53:46,-184.62,2022-10-25T00:00:00.000000Z
MEAN_REVERSION,09:39:29,CANBK,2.37,6492.0,-194.4,0.0,24,6686.4,10:54:32,-196.77,2022-10-25T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:18,WIPRO,1.68,4618.8,-0.6,0.0,12,4619.4,15:10:39,-2.28,2022-10-25T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:18,TECHM,1.56,4273.2,-34.0,0.0,4,4307.2,11:56:07,-35.56,2022-10-25T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:18,TECHM,1.57,4330.0,45.6,0.0,4,4284.4,12:31:45,44.03,2022-10-27T00:00:00.000000Z
MEAN_REVERSION,12:07:12,BHEL,2.36,6480.0,-81.0,0.0,90,6561.0,15:10:39,-83.36,2022-10-27T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:18,DIVISLAB,1.31,3608.5,-15.35,0.0,1,3623.85,12:00:59,-16.66,2022-10-27T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:18,LT,1.42,3904.5,-18.6,0.0,2,3923.1,12:01:25,-20.02,2022-10-27T00:00:00.000000Z
MEAN_REVERSION,09:17:31,CANBK,2.29,6287.6,-94.6,0.0,22,6382.2,15:10:39,-96.89,2022-10-27T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:18,JSWSTEEL,1.71,4711.0,-32.9,0.0,7,4743.9,15:10:39,-34.61,2022-10-27T00:00:00.000000Z
MEAN_REVERSION,09:18:32,IGL,2.25,6144.0,-186.0,0.0,15,6330.0,11:10:41,-188.25,2022-10-27T00:00:00.000000Z
MEAN_REVERSION,09:15:48,TECHM,1.98,5469.0,94.75,0.0,5,5374.25,15:10:39,92.77,2022-10-27T00:00:00.000000Z
MEAN_REVERSION,09:16:10,MGL,2.16,5896.1,-182.0,0.0,7,6078.1,09:54:11,-184.16,2022-10-27T00:00:00.000000Z
MEAN_REVERSION,13:47:44,METROPOLIS,1.8,4947.9,-2.1,0.0,3,4950.0,15:10:39,-3.9,2022-10-27T00:00:00.000000Z
MEAN_REVERSION,09:27:44,MCX,2.19,6014.0,-40.6,0.0,4,6054.6,15:10:39,-42.79,2022-10-27T00:00:00.000000Z
MEAN_REVERSION,12:07:17,RBLBANK,2.31,6361.8,25.3,0.0,46,6336.5,15:10:39,22.99,2022-10-28T00:00:00.000000Z
MEAN_REVERSION,10:56:56,BHEL,2.34,6438.0,39.15,0.0,87,6398.85,15:10:39,36.81,2022-10-28T00:00:00.000000Z
MEAN_REVERSION,09:33:49,PFC,2.35,6432.2,-159.5,0.0,58,6591.7,15:10:39,-161.85,2022-10-28T00:00:00.000000Z
MEAN_REVERSION,11:37:55,PFC,2.35,6451.2,-8.4,0.0,56,6459.6,15:10:39,-10.75,2022-10-31T00:00:00.000000Z
MEAN_REVERSION,09:23:27,MFSL,2.31,6363.9,-20.25,0.0,9,6384.15,15:10:40,-22.56,2022-10-31T00:00:00.000000Z
MEAN_REVERSION,09:17:56,CUMMINSIND,1.92,5240.0,-157.6,0.0,4,5397.6,15:05:21,-159.52,2022-10-31T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:18,DRREDDY,1.61,4446.5,15.6,0.0,1,4430.9,15:10:40,13.99,2022-10-31T00:00:00.000000Z
MEAN_REVERSION,09:30:32,RECLTD,2.36,6464.0,-105.6,0.0,64,6569.6,15:10:40,-107.96,2022-10-31T00:00:00.000000Z
MEAN_REVERSION,12:49:45,SYNGENE,2.26,6211.0,-98.5,0.0,10,6309.5,15:10:39,-100.76,2022-10-31T00:00:00.000000Z
MEAN_REVERSION,09:40:16,RELIANCE,1.85,5104.6,5.2,0.0,2,5099.4,15:10:40,3.35,2022-10-31T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:18,TITAN,1.01,2768.35,6.35,0.0,1,2762.0,15:10:40,5.34,2022-10-31T00:00:00.000000Z
MEAN_REVERSION,09:21:23,CUMMINSIND,1.98,5446.0,50.2,0.0,4,5395.8,15:10:40,48.22,2022-11-01T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:18,RELIANCE,0.93,2560.6,28.9,0.0,1,2531.7,15:10:40,27.97,2022-11-01T00:00:00.000000Z
MEAN_REVERSION,11:16:19,ABFRL,2.34,6444.0,-6.3,0.0,18,6450.3,15:10:40,-8.64,2022-11-01T00:00:00.000000Z
MEAN_REVERSION,09:24:40,AUROPHARMA,2.18,5977.4,-72.6,0.0,11,6050.0,15:10:40,-74.78,2022-11-01T00:00:00.000000Z
MEAN_REVERSION,09:15:48,DALBHARAT,2.34,6444.0,26.4,0.0,4,6417.6,15:10:41,24.06,2022-11-01T00:00:00.000000Z
MEAN_REVERSION,09:16:42,METROPOLIS,1.87,5126.7,-158.4,0.0,3,5285.1,10:49:58,-160.27,2022-11-01T00:00:00.000000Z
MEAN_REVERSION,09:23:03,JKCEMENT,2.0,5492.2,-113.8,0.0,2,5606.0,15:10:40,-115.8,2022-11-01T00:00:00.000000Z
MEAN_REVERSION,09:24:36,JUBLFOOD,2.25,6191.0,-18.5,0.0,10,6209.5,15:10:40,-20.75,2022-11-01T00:00:00.000000Z
MEAN_REVERSION,09:18:46,RAMCOCEM,2.12,5840.8,7.2,0.0,8,5833.6,15:10:40,5.08,2022-11-01T00:00:00.000000Z
MEAN_REVERSION,09:15:47,TRENT,2.24,6163.0,-64.8,0.0,4,6227.8,15:10:41,-67.04,2022-11-01T00:00:00.000000Z
MEAN_REVERSION,09:16:02,INDHOTEL,2.33,6401.1,-96.9,0.0,19,6498.0,15:10:41,-99.23,2022-11-01T00:00:00.000000Z
MEAN_REVERSION,09:16:28,NMDC,2.36,6447.7,-198.25,0.0,61,6645.95,11:23:28,-200.61,2022-11-02T00:00:00.000000Z
MEAN_REVERSION,09:34:11,JKCEMENT,2.06,5668.2,-12.1,0.0,2,5680.3,15:10:40,-14.16,2022-11-02T00:00:00.000000Z
MEAN_REVERSION,10:00:00,DIVISLAB,1.4,3867.4,87.6,0.0,1,3779.8,15:10:39,86.2,2022-11-02T00:00:00.000000Z
MEAN_REVERSION,09:15:48,AUBANK,2.25,6182.0,2.5,0.0,10,6179.5,15:10:40,0.25,2022-11-02T00:00:00.000000Z
MEAN_REVERSION,10:36:17,ADANIENT,1.31,3615.6,32.15,0.0,1,3583.45,15:10:39,30.84,2022-11-02T00:00:00.000000Z
MEAN_REVERSION,09:23:15,ABB,2.31,6355.6,11.8,0.0,2,6343.8,15:10:40,9.49,2022-11-02T00:00:00.000000Z
MEAN_REVERSION,10:40:14,VOLTAS,2.33,6416.2,49.0,0.0,7,6367.2,15:10:39,46.67,2022-11-02T00:00:00.000000Z
MEAN_REVERSION,09:57:53,CHOLAFIN,2.19,6003.2,-62.8,0.0,8,6066.0,15:10:39,-64.99,2022-11-03T00:00:00.000000Z
MEAN_REVERSION,09:34:05,VEDL,2.29,6279.0,-81.9,0.0,21,6360.9,15:10:39,-84.19,2022-11-03T00:00:00.000000Z
MEAN_REVERSION,09:28:15,NMDC,2.33,6397.4,-14.5,0.0,58,6411.9,15:10:39,-16.83,2022-11-03T00:00:00.000000Z
MEAN_REVERSION,09:27:33,SUNTV,2.18,6004.9,7.42,0.0,11,5997.48,15:10:39,5.24,2022-11-03T00:00:00.000000Z
MEAN_REVERSION,09:30:34,IDFC,2.35,6469.8,16.4,0.0,82,6453.4,15:10:39,14.05,2022-11-04T00:00:00.000000Z
MEAN_REVERSION,09:21:19,DALBHARAT,1.84,5020.5,-154.5,0.0,3,5175.0,11:19:35,-156.34,2022-11-04T00:00:00.000000Z
MEAN_REVERSION,09:16:26,PEL,2.29,6324.5,120.75,0.0,7,6203.75,15:10:40,118.46,2022-11-04T00:00:00.000000Z
MEAN_REVERSION,10:23:28,DALBHARAT,1.92,5278.2,-23.85,0.0,3,5302.05,15:10:39,-25.77,2022-11-07T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:18,TATAMOTORS,2.35,6465.0,-57.75,0.0,15,6522.75,15:10:39,-60.1,2022-11-07T00:00:00.000000Z
MEAN_REVERSION,10:45:37,EXIDEIND,2.32,6375.6,7.2,0.0,36,6368.4,15:10:39,4.88,2022-11-07T00:00:00.000000Z
MEAN_REVERSION,09:36:39,AMBUJACEM,2.26,6202.9,-51.7,0.0,11,6254.6,15:10:39,-53.96,2022-11-07T00:00:00.000000Z
MEAN_REVERSION,09:17:29,AMARAJABAT,2.31,6331.6,-190.85,0.0,11,6522.45,10:44:55,-193.16,2022-11-07T00:00:00.000000Z
MEAN_REVERSION,09:26:09,ABCAPITAL,2.34,6400.5,-193.8,0.0,51,6594.3,14:04:10,-196.14,2022-11-07T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:18,BRITANNIA,1.5,4130.75,-38.85,0.0,1,4169.6,11:22:16,-40.35,2022-11-07T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:18,SBIN,2.24,6172.5,67.0,0.0,10,6105.5,11:00:11,64.76,2022-11-07T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:18,NAUKRI,1.42,3908.45,-30.55,0.0,1,3939.0,11:35:33,-31.97,2022-11-07T00:00:00.000000Z
MEAN_REVERSION,09:30:00,SAIL,2.36,6475.2,-136.8,0.0,76,6612.0,15:10:40,-139.16,2022-11-07T00:00:00.000000Z
MEAN_REVERSION,09:35:15,HINDALCO,2.21,6083.0,-47.6,0.0,14,6130.6,15:10:39,-49.81,2022-11-07T00:00:00.000000Z
MEAN_REVERSION,09:18:48,ADANIENT,1.41,3860.5,-117.05,0.0,1,3977.55,10:08:26,-118.46,2022-11-07T00:00:00.000000Z
MEAN_REVERSION,09:16:14,ADANIENT,1.45,3992.9,-8.1,0.0,1,4001.0,15:10:39,-9.55,2022-11-09T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:18,COALINDIA,2.35,6471.25,71.25,0.0,25,6400.0,15:10:39,68.9,2022-11-09T00:00:00.000000Z
MEAN_REVERSION,12:02:36,AMARAJABAT,2.21,6080.0,-74.0,0.0,10,6154.0,15:10:39,-76.21,2022-11-09T00:00:00.000000Z
MEAN_REVERSION,09:15:47,BRITANNIA,1.52,4166.2,-18.4,0.0,1,4184.6,15:10:40,-19.92,2022-11-09T00:00:00.000000Z
MEAN_REVERSION,11:04:58,MUTHOOTFIN,2.06,5671.0,66.25,0.0,5,5604.75,15:10:39,64.19,2022-11-09T00:00:00.000000Z
MEAN_REVERSION,09:22:34,ABCAPITAL,2.36,6490.0,-50.83,0.0,50,6540.83,15:10:39,-53.19,2022-11-09T00:00:00.000000Z
MEAN_REVERSION,09:29:31,BANKBARODA,2.34,6392.0,-190.0,0.0,40,6582.0,12:29:34,-192.34,2022-11-09T00:00:00.000000Z
MEAN_REVERSION,09:26:53,CONCOR,2.07,5712.7,84.7,0.0,7,5628.0,15:10:39,82.63,2022-11-10T00:00:00.000000Z
MEAN_REVERSION,09:22:57,BANKBARODA,2.31,6380.2,102.6,0.0,38,6277.6,15:10:40,100.29,2022-11-10T00:00:00.000000Z
MEAN_REVERSION,14:26:24,ADANIPORTS,2.28,6271.3,13.65,0.0,7,6257.65,15:10:39,11.37,2022-11-10T00:00:00.000000Z
MEAN_REVERSION,09:26:16,PIIND,1.32,3657.6,156.1,0.0,1,3501.5,15:10:40,154.78,2022-11-10T00:00:00.000000Z
MEAN_REVERSION,09:15:46,LUPIN,2.13,5848.8,-119.2,0.0,8,5968.0,15:10:40,-121.33,2022-11-11T00:00:00.000000Z
MEAN_REVERSION,09:16:12,GODREJPROP,2.29,6257.0,-187.5,0.0,5,6444.5,09:50:59,-189.79,2022-11-11T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:19,HCLTECH,1.98,5463.5,8.5,0.0,5,5455.0,15:10:39,6.52,2022-11-11T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:19,MPHASIS,2.19,6012.45,-44.4,0.0,3,6056.85,14:40:15,-46.59,2022-11-11T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:19,NAUKRI,1.49,4102.9,75.8,0.0,1,4027.1,12:51:58,74.31,2022-11-11T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:19,TCS,1.21,3327.45,11.05,0.0,1,3316.4,15:10:39,9.84,2022-11-11T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:19,WIPRO,2.34,6438.4,59.2,0.0,16,6379.2,11:47:04,56.86,2022-11-11T00:00:00.000000Z
MEAN_REVERSION,09:15:46,MOTHERSON,2.37,6565.5,162.0,0.0,90,6403.5,15:10:39,159.63,2022-11-11T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:20,INDUSTOWER,2.51,6903.0,-46.8,0.0,36,6949.8,12:15:38,-49.31,2022-11-14T00:00:00.000000Z
MEAN_REVERSION,09:26:50,FSL,2.36,6490.0,-41.3,0.0,59,6531.3,15:10:39,-43.66,2022-11-14T00:00:00.000000Z
MEAN_REVERSION,09:20:22,INTELLECT,2.28,6249.6,-86.1,0.0,14,6335.7,15:10:40,-88.38,2022-11-14T00:00:00.000000Z
MEAN_REVERSION,13:55:34,HDFCBANK,1.77,4884.0,39.15,0.0,3,4844.85,15:10:39,37.38,2022-11-14T00:00:00.000000Z
MEAN_REVERSION,09:28:15,HCLTECH,2.0,5504.5,12.25,0.0,5,5492.25,15:10:39,10.25,2022-11-14T00:00:00.000000Z
MEAN_REVERSION,09:15:55,JINDALSTEL,2.21,6048.0,-136.8,0.0,12,6184.8,15:10:40,-139.01,2022-11-14T00:00:00.000000Z
MEAN_REVERSION,09:15:47,HINDALCO,2.4,6579.0,-193.5,0.0,15,6772.5,09:25:32,-195.9,2022-11-14T00:00:00.000000Z
MEAN_REVERSION,09:18:50,MINDTREE,1.35,3698.6,-70.4,0.0,1,3769.0,15:10:40,-71.75,2022-11-14T00:00:00.000000Z
MEAN_REVERSION,09:24:27,HDFC,1.94,5351.0,28.7,0.0,2,5322.3,15:10:40,26.76,2022-11-14T00:00:00.000000Z
MEAN_REVERSION,09:44:24,RBLBANK,2.35,6466.5,-49.5,0.0,45,6516.0,15:10:39,-51.85,2022-11-14T00:00:00.000000Z
MEAN_REVERSION,09:49:14,LUPIN,2.19,6030.4,-40.4,0.0,8,6070.8,15:10:39,-42.59,2022-11-14T00:00:00.000000Z
MEAN_REVERSION,09:34:42,MANAPPURAM,2.35,6484.5,41.25,0.0,55,6443.25,15:10:39,38.9,2022-11-15T00:00:00.000000Z
MEAN_REVERSION,09:18:07,HINDALCO,2.33,6427.4,49.7,0.0,14,6377.7,15:10:40,47.37,2022-11-15T00:00:00.000000Z
MEAN_REVERSION,09:18:26,GSPL,2.34,6390.8,-192.4,0.0,26,6583.2,13:16:03,-194.74,2022-11-15T00:00:00.000000Z
MEAN_REVERSION,09:29:56,EXIDEIND,2.3,6335.0,-36.75,0.0,35,6371.75,15:10:40,-39.05,2022-11-15T00:00:00.000000Z
MEAN_REVERSION,09:29:55,AMBUJACEM,2.35,6457.0,2.2,0.0,11,6454.8,15:10:40,-0.15,2022-11-15T00:00:00.000000Z
MEAN_REVERSION,09:39:36,NATIONALUM,2.34,6437.0,-4.1,0.0,82,6441.1,15:10:39,-6.44,2022-11-15T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:18,BEL,2.53,6947.2,-35.2,0.0,64,6982.4,10:27:36,-37.73,2022-11-16T00:00:00.000000Z
MEAN_REVERSION,09:18:56,HAL,1.96,5411.6,39.7,0.0,2,5371.9,15:10:39,37.74,2022-11-17T00:00:00.000000Z
MEAN_REVERSION,09:16:34,NMDC,2.37,6506.55,-71.25,0.0,57,6577.8,15:10:39,-73.62,2022-11-21T00:00:00.000000Z
MEAN_REVERSION,11:33:32,ESCORTS,1.6,4419.8,23.8,0.0,2,4396.0,15:10:39,22.2,2022-11-22T00:00:00.000000Z
MEAN_REVERSION,09:22:00,SRTRANSFIN,1.92,5270.0,-125.4,0.0,4,5395.4,15:10:40,-127.32,2022-11-22T00:00:00.000000Z
MEAN_REVERSION,09:41:02,NMDC,2.36,6496.0,-56.0,0.0,56,6552.0,15:10:39,-58.36,2022-11-22T00:00:00.000000Z
MEAN_REVERSION,12:10:44,GNFC,2.33,6388.8,-133.65,0.0,11,6522.45,15:10:39,-135.98,2022-11-22T00:00:00.000000Z
MEAN_REVERSION,09:17:52,SRTRANSFIN,1.97,5442.0,103.6,0.0,4,5338.4,15:10:40,101.63,2022-11-23T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:19,HDFCLIFE,2.38,6529.8,-33.6,0.0,12,6563.4,10:47:57,-35.98,2022-11-23T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:19,UPL,2.52,6934.95,23.4,0.0,9,6911.55,15:10:39,20.88,2022-11-23T00:00:00.000000Z
MEAN_REVERSION,09:49:57,BANKBARODA,2.33,6422.0,3.8,0.0,38,6418.2,15:10:40,1.47,2022-11-23T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:19,WIPRO,2.41,6618.95,3.4,0.0,17,6615.55,15:10:39,0.99,2022-11-23T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:19,BEL,2.5,6896.0,48.0,0.0,64,6848.0,15:10:39,45.5,2022-11-23T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:19,MCDOWELL-N,2.24,6169.45,15.05,0.0,7,6154.4,15:10:39,12.81,2022-11-23T00:00:00.000000Z
MEAN_REVERSION,09:16:06,INDIGO,2.1,5730.9,-173.1,0.0,3,5904.0,09:42:42,-175.2,2022-11-24T00:00:00.000000Z
MEAN_REVERSION,09:23:48,PNB,2.36,6489.6,-25.6,0.0,128,6515.2,15:10:40,-27.96,2022-11-24T00:00:00.000000Z
MEAN_REVERSION,11:50:32,CHAMBLFERT,2.28,6283.2,14.7,0.0,21,6268.5,15:10:39,12.42,2022-11-24T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:19,TATACONSUM,2.3,6312.8,-31.2,0.0,8,6344.0,14:14:47,-33.5,2022-11-24T00:00:00.000000Z
MEAN_REVERSION,09:21:17,APOLLOHOSP,1.7,4662.3,-140.65,0.0,1,4802.95,12:47:32,-142.35,2022-11-24T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:19,BERGEPAINT,2.46,6770.5,4.4,0.0,11,6766.1,15:10:39,1.94,2022-11-24T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:19,INDIGO,2.11,5837.4,90.0,0.0,3,5747.4,12:16:53,87.89,2022-11-24T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:18,AXISBANK,2.25,6199.2,-12.25,0.0,7,6211.45,15:10:41,-14.5,2022-11-25T00:00:00.000000Z
MEAN_REVERSION,09:31:59,PFC,2.35,6423.9,-191.1,0.0,49,6615.0,09:56:42,-193.45,2022-11-25T00:00:00.000000Z
MEAN_REVERSION,09:51:05,BPCL,2.35,6474.0,-26.0,0.0,20,6500.0,15:10:41,-28.35,2022-11-25T00:00:00.000000Z
MEAN_REVERSION,09:50:04,IOC,2.36,6470.3,-66.75,0.0,89,6537.05,15:10:42,-69.11,2022-11-25T00:00:00.000000Z
MEAN_REVERSION,09:18:19,HDFCLIFE,2.32,6354.7,-94.6,0.0,11,6449.3,15:10:42,-96.92,2022-11-25T00:00:00.000000Z
MEAN_REVERSION,09:15:47,GSPL,2.32,6346.8,-200.4,0.0,24,6547.2,10:52:35,-202.72,2022-11-25T00:00:00.000000Z
MEAN_REVERSION,09:19:34,APOLLOHOSP,1.76,4868.2,81.0,0.0,1,4787.2,15:10:42,79.24,2022-11-25T00:00:00.000000Z
MEAN_REVERSION,14:33:25,BALRAMCHIN,2.3,6329.1,-36.55,0.0,17,6365.65,15:10:39,-38.85,2022-11-25T00:00:00.000000Z
MEAN_REVERSION,09:38:45,HINDPETRO,2.36,6475.7,-76.85,0.0,29,6552.55,15:10:42,-79.21,2022-11-25T00:00:00.000000Z
MEAN_REVERSION,11:27:17,IEX,2.32,6376.9,-77.4,0.0,43,6454.3,15:10:40,-79.72,2022-11-25T00:00:00.000000Z
MEAN_REVERSION,09:16:05,PNB,2.35,6480.0,66.0,0.0,120,6414.0,15:10:39,63.65,2022-11-28T00:00:00.000000Z
MEAN_REVERSION,09:15:46,RECLTD,2.38,6498.85,-194.7,0.0,59,6693.55,09:28:49,-197.08,2022-11-28T00:00:00.000000Z
MEAN_REVERSION,09:16:57,PFC,2.34,6476.6,138.65,0.0,47,6337.95,15:10:39,136.31,2022-11-28T00:00:00.000000Z
MEAN_REVERSION,09:35:56,ABCAPITAL,2.34,6443.7,4.7,0.0,47,6439.0,15:10:39,2.36,2022-11-28T00:00:00.000000Z
MEAN_REVERSION,09:15:46,APOLLOTYRE,2.29,6274.8,-186.9,0.0,21,6461.7,09:38:07,-189.19,2022-11-28T00:00:00.000000Z
MEAN_REVERSION,09:15:46,IBULHSGFIN,2.34,6410.1,-195.5,0.0,46,6605.6,09:38:54,-197.84,2022-11-28T00:00:00.000000Z
MEAN_REVERSION,09:17:34,BHEL,2.35,6481.8,124.8,0.0,78,6357.0,15:10:39,122.45,2022-11-28T00:00:00.000000Z
MEAN_REVERSION,13:58:08,IBULHSGFIN,2.31,6358.0,35.2,0.0,44,6322.8,15:10:39,32.89,2022-11-29T00:00:00.000000Z
MEAN_REVERSION,09:15:47,APOLLOTYRE,2.29,6300.0,-7.75,0.0,20,6307.75,15:10:39,-10.04,2022-11-29T00:00:00.000000Z
MEAN_REVERSION,14:49:22,HINDUNILVR,1.94,5324.6,-39.8,0.0,2,5364.4,15:10:39,-41.74,2022-11-30T00:00:00.000000Z
MEAN_REVERSION,09:18:09,ABCAPITAL,2.32,6397.6,6.6,0.0,44,6391.0,15:10:39,4.28,2022-11-30T00:00:00.000000Z
MEAN_REVERSION,09:16:38,ICICIPRULI,2.25,6197.1,3.25,0.0,13,6193.85,15:10:39,1.0,2022-11-30T00:00:00.000000Z
MEAN_REVERSION,15:03:10,MARICO,2.21,6078.0,-10.8,0.0,12,6088.8,15:10:39,-13.01,2022-11-30T00:00:00.000000Z
MEAN_REVERSION,09:15:49,BANDHANBNK,2.32,6382.8,-51.3,0.0,27,6434.1,15:10:40,-53.62,2022-11-30T00:00:00.000000Z
MEAN_REVERSION,09:19:13,JINDALSTEL,2.38,6498.0,-194.4,0.0,12,6692.4,12:52:45,-196.78,2022-12-01T00:00:00.000000Z
MEAN_REVERSION,13:29:16,ICICIGI,2.22,6120.5,-4.5,0.0,5,6125.0,15:10:39,-6.72,2022-12-01T00:00:00.000000Z
MEAN_REVERSION,09:19:32,DALBHARAT,2.02,5532.6,-165.9,0.0,3,5698.5,10:28:16,-167.92,2022-12-01T00:00:00.000000Z
MEAN_REVERSION,09:15:47,HINDALCO,2.34,6419.0,-60.2,0.0,14,6479.2,15:10:40,-62.54,2022-12-01T00:00:00.000000Z
MEAN_REVERSION,12:38:45,CUMMINSIND,2.08,5732.8,-16.8,0.0,4,5749.6,15:10:39,-18.88,2022-12-01T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:19,TCS,2.52,6928.2,-28.7,0.0,2,6956.9,14:23:30,-31.22,2022-12-01T00:00:00.000000Z
MEAN_REVERSION,09:15:47,BSOFT,2.41,6586.65,-193.2,0.0,21,6779.85,11:26:19,-195.61,2022-12-01T00:00:00.000000Z
INTRADAY_GAP_UP,10:15:19,TECHM,2.4,6599.1,-42.9,0.0,6,6642.0,12:21:13,-45.3,2022-12-01T00:00:00.000000Z
